,2019/05/16 14:41:26.115,0,7,0.0,2
30740000001D884000000003,2019/05/16 14:41:26.116,0,1,1999.8,2
30740000001D88400000000C,2019/05/16 14:41:26.116,1,1,3632.0,2
30740000001D88400000000B,2019/05/16 14:41:26.116,0,1,5541.3,2
30740000001D88400000000A,2019/05/16 14:41:26.116,0,1,2198.0,2
30740000001D884000000014,2019/05/16 14:41:26.116,0,1,3186.4,2
30740000001D884000000012,2019/05/16 14:41:26.116,0,1,3155.5,2
30740000001D884000000009,2019/05/16 14:41:26.116,0,1,3907.7,2
30740000001D884000000010,2019/05/16 14:41:26.116,0,1,5645.9,2
30740000001D884000000007,2019/05/16 14:41:26.116,0,1,1404.0,2
30740000001D884000000004,2019/05/16 14:41:26.116,0,1,5433.1,2
30740000001D884000000011,2019/05/16 14:41:26.116,1,1,2197.1,2
30740000001D884000000003,2019/05/16 14:41:26.263,0,1,2311.8,2
30740000001D88400000000B,2019/05/16 14:41:26.263,0,1,5652.6,2
30740000001D88400000000A,2019/05/16 14:41:26.263,0,1,1564.6,2
30740000001D884000000014,2019/05/16 14:41:26.263,0,1,3252.9,2
30740000001D884000000012,2019/05/16 14:41:26.263,0,1,2941.1,2
30740000001D884000000009,2019/05/16 14:41:26.263,0,1,3941.8,2
30740000001D884000000011,2019/05/16 14:41:26.264,0,1,1947.7,2
30740000001D884000000010,2019/05/16 14:41:26.264,0,1,5836.1,2
30740000001D884000000007,2019/05/16 14:41:26.264,0,1,1924.6,2
30740000001D884000000004,2019/05/16 14:41:26.264,0,1,5571.8,2
30740000001D88400000000C,2019/05/16 14:41:26.264,1,1,4038.3,2
30740000001D884000000003,2019/05/16 14:41:26.412,0,1,2286.4,2
30740000001D88400000000C,2019/05/16 14:41:26.412,1,1,3824.7,2
30740000001D88400000000B,2019/05/16 14:41:26.412,0,1,5630.6,2
30740000001D88400000000A,2019/05/16 14:41:26.412,0,1,1852.6,2
30740000001D884000000014,2019/05/16 14:41:26.412,0,1,3312.1,2
30740000001D884000000012,2019/05/16 14:41:26.412,0,1,3071.9,2
30740000001D884000000011,2019/05/16 14:41:26.413,0,1,1850.0,2
30740000001D884000000009,2019/05/16 14:41:26.413,0,1,4186.1,2
30740000001D884000000010,2019/05/16 14:41:26.413,0,1,5728.6,2
30740000001D884000000004,2019/05/16 14:41:26.413,0,1,5528.1,2
30740000001D884000000014,2019/05/16 14:41:26.549,0,1,3066.4,2
30740000001D884000000012,2019/05/16 14:41:26.549,0,1,3112.7,2
30740000001D884000000009,2019/05/16 14:41:26.549,0,1,3939.6,2
30740000001D884000000010,2019/05/16 14:41:26.549,0,1,5715.6,2
30740000001D88400000000B,2019/05/16 14:41:26.549,0,1,5523.1,2
