,2019/05/16 14:46:38.637,0,7,0.0,4
30740000001D884000000003,2019/05/16 14:46:38.638,0,1,1550.5,4
30740000001D884000000003,2019/05/16 14:46:38.680,0,1,1624.5,4
30740000001D884000000003,2019/05/16 14:46:38.744,0,1,1657.2,4
30740000001D884000000003,2019/05/16 14:46:38.796,0,1,1862.1,4
30740000001D884000000003,2019/05/16 14:46:38.924,0,1,1952.9,4
30740000001D884000000003,2019/05/16 14:46:38.977,0,1,1774.1,4
30740000001D884000000003,2019/05/16 14:46:39.019,0,1,1881.5,4
30740000001D884000000011,2019/05/16 14:46:39.104,0,1,1554.7,4
30740000001D884000000011,2019/05/16 14:46:39.157,0,1,1507.4,4
30740000001D884000000011,2019/05/16 14:46:39.199,0,1,1565.1,4
30740000001D884000000013,2019/05/16 14:46:39.281,0,1,1397.1,4
30740000001D884000000011,2019/05/16 14:46:39.281,0,1,1479.0,4
30740000001D884000000013,2019/05/16 14:46:39.418,0,1,1745.9,4
30740000001D884000000011,2019/05/16 14:46:39.418,0,1,1484.1,4
30740000001D884000000014,2019/05/16 14:46:39.503,0,1,1503.7,4
30740000001D884000000013,2019/05/16 14:46:39.503,0,1,2099.0,4
30740000001D884000000014,2019/05/16 14:46:39.639,0,1,1832.0,4
30740000001D884000000013,2019/05/16 14:46:39.639,0,1,1739.1,4
30740000001D88400000000C,2019/05/16 14:46:39.639,1,1,1717.3,4
30740000001D884000000012,2019/05/16 14:46:39.808,1,1,1964.5,4
30740000001D884000000010,2019/05/16 14:46:39.808,0,1,1962.9,4
30740000001D884000000012,2019/05/16 14:46:39.861,1,1,1729.9,4
30740000001D88400000000C,2019/05/16 14:46:40.038,1,1,1610.4,4
30740000001D88400000000C,2019/05/16 14:46:40.141,1,1,2229.5,4
30740000001D884000000004,2019/05/16 14:46:40.141,0,1,1746.7,4
30740000001D884000000012,2019/05/16 14:46:40.226,1,1,2076.0,4
30740000001D88400000000C,2019/05/16 14:46:40.226,1,1,2279.5,4
30740000001D884000000004,2019/05/16 14:46:40.226,0,1,1921.2,4
30740000001D884000000012,2019/05/16 14:46:40.341,1,1,2032.9,4
30740000001D884000000010,2019/05/16 14:46:40.341,0,1,2198.8,4
30740000001D88400000000B,2019/05/16 14:46:40.341,1,1,1807.1,4
30740000001D884000000004,2019/05/16 14:46:40.341,0,1,1960.3,4
30740000001D884000000010,2019/05/16 14:46:40.489,0,1,1849.0,4
30740000001D88400000000C,2019/05/16 14:46:40.489,1,1,1791.3,4
30740000001D88400000000B,2019/05/16 14:46:40.489,1,1,1612.4,4
30740000001D884000000007,2019/05/16 14:46:40.489,1,1,1597.9,4
30740000001D88400000000A,2019/05/16 14:46:40.489,1,1,1166.8,4
30740000001D884000000004,2019/05/16 14:46:40.489,0,1,2440.7,4
30740000001D88400000000C,2019/05/16 14:46:40.614,1,1,2112.7,4
30740000001D88400000000A,2019/05/16 14:46:40.614,1,1,1617.5,4
30740000001D884000000004,2019/05/16 14:46:40.614,0,1,2718.2,4
30740000001D884000000012,2019/05/16 14:46:40.813,1,1,1505.4,4
30740000001D884000000010,2019/05/16 14:46:40.813,0,1,2370.1,4
30740000001D88400000000B,2019/05/16 14:46:40.813,0,1,2181.5,4
30740000001D88400000000A,2019/05/16 14:46:40.813,1,1,1621.2,4
30740000001D884000000004,2019/05/16 14:46:40.813,0,1,3229.8,4
30740000001D884000000010,2019/05/16 14:46:40.909,0,1,3945.7,4
30740000001D88400000000C,2019/05/16 14:46:40.909,1,1,1744.1,4
30740000001D88400000000B,2019/05/16 14:46:40.909,0,1,2416.0,4
30740000001D88400000000A,2019/05/16 14:46:40.909,0,1,1350.8,4
30740000001D884000000004,2019/05/16 14:46:40.909,0,1,4233.6,4
30740000001D884000000012,2019/05/16 14:46:41.014,0,1,1655.8,4
30740000001D884000000010,2019/05/16 14:46:41.014,0,1,4139.7,4
30740000001D884000000009,2019/05/16 14:46:41.014,0,1,2534.2,4
30740000001D88400000000C,2019/05/16 14:46:41.014,1,1,1866.8,4
30740000001D88400000000B,2019/05/16 14:46:41.014,0,1,2484.8,4
30740000001D88400000000A,2019/05/16 14:46:41.014,0,1,1274.1,4
30740000001D884000000004,2019/05/16 14:46:41.014,0,1,5002.5,4
30740000001D884000000012,2019/05/16 14:46:41.119,0,1,1871.2,4
30740000001D884000000010,2019/05/16 14:46:41.119,0,1,5303.1,4
30740000001D884000000009,2019/05/16 14:46:41.119,0,1,3077.4,4
30740000001D88400000000C,2019/05/16 14:46:41.119,1,1,1882.1,4
30740000001D88400000000B,2019/05/16 14:46:41.119,0,1,1538.6,4
30740000001D884000000004,2019/05/16 14:46:41.119,0,1,5842.3,4
30740000001D884000000003,2019/05/16 14:46:41.268,0,1,2110.2,4
30740000001D88400000000C,2019/05/16 14:46:41.268,1,1,2018.0,4
30740000001D88400000000B,2019/05/16 14:46:41.268,1,1,2669.8,4
30740000001D88400000000A,2019/05/16 14:46:41.268,1,1,1599.3,4
30740000001D884000000012,2019/05/16 14:46:41.268,0,1,1625.3,4
30740000001D884000000009,2019/05/16 14:46:41.268,0,1,3006.7,4
30740000001D884000000010,2019/05/16 14:46:41.268,0,1,6120.9,4
30740000001D884000000007,2019/05/16 14:46:41.268,1,1,1823.0,4
30740000001D884000000004,2019/05/16 14:46:41.269,0,1,6083.9,4
30740000001D884000000003,2019/05/16 14:46:41.459,0,1,2055.0,4
30740000001D88400000000C,2019/05/16 14:46:41.459,1,1,2399.2,4
30740000001D88400000000B,2019/05/16 14:46:41.459,0,1,1914.5,4
30740000001D88400000000A,2019/05/16 14:46:41.459,1,1,2373.6,4
30740000001D884000000014,2019/05/16 14:46:41.459,1,1,1599.5,4
30740000001D884000000012,2019/05/16 14:46:41.459,0,1,2670.3,4
30740000001D884000000009,2019/05/16 14:46:41.459,0,1,1870.7,4
30740000001D884000000010,2019/05/16 14:46:41.459,0,1,7527.3,4
30740000001D884000000004,2019/05/16 14:46:41.459,0,1,7021.8,4
30740000001D884000000012,2019/05/16 14:46:41.629,0,1,3166.8,4
30740000001D884000000011,2019/05/16 14:46:41.629,1,1,2023.9,4
30740000001D884000000009,2019/05/16 14:46:41.629,0,1,2654.8,4
30740000001D884000000010,2019/05/16 14:46:41.629,0,1,10535.7,4
30740000001D88400000000C,2019/05/16 14:46:41.629,1,1,3228.1,4
30740000001D884000000007,2019/05/16 14:46:41.629,1,1,1956.3,4
30740000001D88400000000B,2019/05/16 14:46:41.629,0,1,2003.4,4
30740000001D884000000004,2019/05/16 14:46:41.629,0,1,8504.0,4
30740000001D884000000014,2019/05/16 14:46:41.629,1,1,2552.4,4
30740000001D88400000000A,2019/05/16 14:46:41.630,1,1,2491.1,4
30740000001D884000000014,2019/05/16 14:46:41.808,1,1,2678.9,4
30740000001D884000000012,2019/05/16 14:46:41.808,0,1,4602.9,4
30740000001D884000000011,2019/05/16 14:46:41.808,0,1,1695.7,4
30740000001D884000000009,2019/05/16 14:46:41.808,0,1,2559.9,4
30740000001D884000000010,2019/05/16 14:46:41.808,0,1,9474.2,4
30740000001D88400000000C,2019/05/16 14:46:41.808,0,1,2726.0,4
30740000001D88400000000B,2019/05/16 14:46:41.808,0,1,2807.3,4
30740000001D884000000004,2019/05/16 14:46:41.808,0,1,8502.9,4
