,2019/05/16 14:44:27.073,0,7,0.0,2
30740000001D884000000003,2019/05/16 14:44:27.074,1,1,4524.8,2
30740000001D88400000000C,2019/05/16 14:44:27.074,1,1,4111.6,2
30740000001D88400000000B,2019/05/16 14:44:27.074,1,1,2319.9,2
30740000001D88400000000A,2019/05/16 14:44:27.074,1,1,1836.3,2
30740000001D884000000013,2019/05/16 14:44:27.074,0,1,2173.2,2
30740000001D884000000012,2019/05/16 14:44:27.074,1,1,4029.4,2
30740000001D884000000011,2019/05/16 14:44:27.074,1,1,2044.3,2
30740000001D884000000009,2019/05/16 14:44:27.074,1,1,3265.6,2
30740000001D884000000010,2019/05/16 14:44:27.074,1,1,2443.9,2
30740000001D884000000007,2019/05/16 14:44:27.074,1,1,4267.5,2
30740000001D884000000013,2019/05/16 14:44:27.222,0,1,2038.7,2
30740000001D884000000012,2019/05/16 14:44:27.222,1,1,4264.3,2
30740000001D884000000011,2019/05/16 14:44:27.222,1,1,2018.4,2
30740000001D884000000009,2019/05/16 14:44:27.222,1,1,3103.4,2
30740000001D884000000010,2019/05/16 14:44:27.222,1,1,2481.0,2
30740000001D88400000000B,2019/05/16 14:44:27.222,1,1,2470.5,2
30740000001D88400000000A,2019/05/16 14:44:27.222,1,1,1903.8,2
30740000001D884000000003,2019/05/16 14:44:27.222,1,1,4484.3,2
30740000001D88400000000C,2019/05/16 14:44:27.233,1,1,4502.4,2
30740000001D884000000007,2019/05/16 14:44:27.233,1,1,3998.2,2
30740000001D884000000003,2019/05/16 14:44:27.380,1,1,4483.1,2
30740000001D88400000000C,2019/05/16 14:44:27.380,1,1,4406.3,2
30740000001D88400000000B,2019/05/16 14:44:27.380,1,1,2400.2,2
30740000001D88400000000A,2019/05/16 14:44:27.380,1,1,1960.4,2
30740000001D884000000013,2019/05/16 14:44:27.380,0,1,1939.4,2
30740000001D884000000012,2019/05/16 14:44:27.380,1,1,4223.1,2
30740000001D884000000009,2019/05/16 14:44:27.380,1,1,3258.0,2
30740000001D884000000011,2019/05/16 14:44:27.380,1,1,2040.0,2
30740000001D884000000010,2019/05/16 14:44:27.381,1,1,2522.9,2
30740000001D884000000007,2019/05/16 14:44:27.381,1,1,4047.3,2
30740000001D884000000013,2019/05/16 14:44:27.506,0,1,2031.0,2
30740000001D884000000012,2019/05/16 14:44:27.506,1,1,3951.4,2
30740000001D884000000011,2019/05/16 14:44:27.506,1,1,2238.2,2
30740000001D884000000010,2019/05/16 14:44:27.506,1,1,2517.9,2
30740000001D884000000009,2019/05/16 14:44:27.506,1,1,3357.0,2
30740000001D88400000000C,2019/05/16 14:44:27.506,1,1,4116.6,2
30740000001D884000000007,2019/05/16 14:44:27.506,1,1,4165.5,2
30740000001D88400000000A,2019/05/16 14:44:27.506,1,1,1762.9,2
30740000001D88400000000B,2019/05/16 14:44:27.518,1,1,2311.7,2
30740000001D884000000003,2019/05/16 14:44:27.518,1,1,4560.9,2
30740000001D884000000013,2019/05/16 14:44:27.675,0,1,2019.1,2
30740000001D884000000012,2019/05/16 14:44:27.675,1,1,4062.3,2
30740000001D884000000011,2019/05/16 14:44:27.675,1,1,2264.7,2
30740000001D884000000010,2019/05/16 14:44:27.675,1,1,2697.7,2
30740000001D88400000000C,2019/05/16 14:44:27.675,1,1,4070.8,2
30740000001D88400000000B,2019/05/16 14:44:27.675,1,1,2395.3,2
30740000001D884000000007,2019/05/16 14:44:27.675,1,1,4308.1,2
30740000001D88400000000A,2019/05/16 14:44:27.675,1,1,1877.1,2
30740000001D884000000009,2019/05/16 14:44:27.675,1,1,3304.1,2
30740000001D884000000003,2019/05/16 14:44:27.675,1,1,4508.5,2
30740000001D884000000013,2019/05/16 14:44:27.814,0,1,2025.1,2
30740000001D884000000012,2019/05/16 14:44:27.814,1,1,4344.2,2
30740000001D884000000011,2019/05/16 14:44:27.814,1,1,2193.6,2
30740000001D884000000009,2019/05/16 14:44:27.814,1,1,3288.3,2
30740000001D884000000010,2019/05/16 14:44:27.814,1,1,2470.9,2
30740000001D88400000000C,2019/05/16 14:44:27.814,1,1,4237.4,2
30740000001D884000000007,2019/05/16 14:44:27.814,1,1,4195.5,2
30740000001D884000000003,2019/05/16 14:44:27.815,1,1,4436.9,2
30740000001D88400000000B,2019/05/16 14:44:27.815,1,1,2386.2,2
30740000001D88400000000A,2019/05/16 14:44:27.815,1,1,1848.4,2
30740000001D884000000003,2019/05/16 14:44:27.942,1,1,4537.4,2
30740000001D88400000000C,2019/05/16 14:44:27.942,1,1,4163.7,2
30740000001D88400000000B,2019/05/16 14:44:27.942,1,1,2389.9,2
30740000001D88400000000A,2019/05/16 14:44:27.942,1,1,2111.1,2
30740000001D884000000013,2019/05/16 14:44:27.942,0,1,2001.6,2
30740000001D884000000012,2019/05/16 14:44:27.942,1,1,4507.9,2
30740000001D884000000009,2019/05/16 14:44:27.942,1,1,3268.9,2
30740000001D884000000011,2019/05/16 14:44:27.942,1,1,2002.5,2
30740000001D884000000010,2019/05/16 14:44:27.942,1,1,2686.6,2
30740000001D884000000007,2019/05/16 14:44:27.942,1,1,3938.6,2
30740000001D884000000003,2019/05/16 14:44:28.100,1,1,4449.8,2
30740000001D88400000000C,2019/05/16 14:44:28.100,1,1,4362.7,2
30740000001D88400000000B,2019/05/16 14:44:28.100,1,1,2216.6,2
30740000001D88400000000A,2019/05/16 14:44:28.100,1,1,2199.6,2
30740000001D884000000013,2019/05/16 14:44:28.100,0,1,2112.2,2
30740000001D884000000012,2019/05/16 14:44:28.100,1,1,4267.5,2
30740000001D884000000009,2019/05/16 14:44:28.100,1,1,3478.6,2
30740000001D884000000010,2019/05/16 14:44:28.100,1,1,2363.8,2
30740000001D884000000007,2019/05/16 14:44:28.101,1,1,3747.6,2
30740000001D884000000004,2019/05/16 14:44:28.101,1,1,1822.7,2
30740000001D884000000003,2019/05/16 14:44:28.248,1,1,5040.9,2
30740000001D88400000000C,2019/05/16 14:44:28.248,1,1,4812.8,2
30740000001D88400000000B,2019/05/16 14:44:28.248,1,1,1453.6,2
30740000001D884000000013,2019/05/16 14:44:28.248,0,1,2053.3,2
30740000001D884000000012,2019/05/16 14:44:28.248,1,1,4420.1,2
30740000001D884000000009,2019/05/16 14:44:28.248,1,1,3723.3,2
30740000001D884000000010,2019/05/16 14:44:28.248,1,1,2464.7,2
30740000001D884000000007,2019/05/16 14:44:28.249,1,1,3462.5,2
30740000001D884000000004,2019/05/16 14:44:28.249,1,1,3308.6,2
30740000001D884000000003,2019/05/16 14:44:28.364,1,1,5271.4,2
30740000001D88400000000C,2019/05/16 14:44:28.364,1,1,5557.5,2
30740000001D88400000000B,2019/05/16 14:44:28.364,1,1,1572.9,2
30740000001D884000000012,2019/05/16 14:44:28.364,1,1,5085.3,2
30740000001D884000000009,2019/05/16 14:44:28.364,1,1,3422.9,2
30740000001D884000000011,2019/05/16 14:44:28.364,1,1,1957.5,2
30740000001D884000000010,2019/05/16 14:44:28.364,1,1,3177.4,2
30740000001D884000000007,2019/05/16 14:44:28.364,1,1,3332.5,2
30740000001D884000000004,2019/05/16 14:44:28.364,1,1,3768.5,2
30740000001D884000000014,2019/05/16 14:44:28.385,1,1,2379.5,2
30740000001D884000000013,2019/05/16 14:44:28.385,1,1,2949.9,2
30740000001D884000000003,2019/05/16 14:44:28.511,1,1,5098.9,2
30740000001D88400000000C,2019/05/16 14:44:28.511,1,1,5940.3,2
30740000001D88400000000B,2019/05/16 14:44:28.511,1,1,2681.1,2
30740000001D88400000000A,2019/05/16 14:44:28.511,1,1,3731.8,2
30740000001D884000000013,2019/05/16 14:44:28.511,1,1,3611.9,2
30740000001D884000000012,2019/05/16 14:44:28.511,1,1,5604.1,2
30740000001D884000000009,2019/05/16 14:44:28.511,0,1,1554.7,2
30740000001D884000000011,2019/05/16 14:44:28.512,1,1,2100.4,2
30740000001D884000000010,2019/05/16 14:44:28.512,1,1,3057.2,2
30740000001D884000000014,2019/05/16 14:44:28.533,1,1,2633.6,2
30740000001D884000000007,2019/05/16 14:44:28.533,1,1,2949.0,2
30740000001D884000000004,2019/05/16 14:44:28.533,1,1,2941.1,2
30740000001D884000000013,2019/05/16 14:44:28.714,1,1,3430.3,2
30740000001D884000000011,2019/05/16 14:44:28.714,1,1,2012.6,2
30740000001D884000000009,2019/05/16 14:44:28.714,1,1,2940.0,2
30740000001D88400000000C,2019/05/16 14:44:28.714,0,1,1600.6,2
30740000001D884000000007,2019/05/16 14:44:28.714,1,1,2954.1,2
30740000001D88400000000A,2019/05/16 14:44:28.714,1,1,3350.7,2
30740000001D884000000004,2019/05/16 14:44:28.714,1,1,3926.1,2
30740000001D884000000003,2019/05/16 14:44:28.714,1,1,4058.2,2
30740000001D884000000014,2019/05/16 14:44:28.715,1,1,2378.4,2
30740000001D884000000012,2019/05/16 14:44:28.736,1,1,1850.5,2
30740000001D88400000000B,2019/05/16 14:44:28.736,1,1,2456.9,2
30740000001D884000000003,2019/05/16 14:44:28.860,1,1,5660.7,2
30740000001D88400000000C,2019/05/16 14:44:28.860,1,1,5589.8,2
30740000001D88400000000B,2019/05/16 14:44:28.860,1,1,3161.5,2
30740000001D88400000000A,2019/05/16 14:44:28.860,1,1,3973.1,2
30740000001D884000000014,2019/05/16 14:44:28.860,1,1,2957.4,2
30740000001D884000000013,2019/05/16 14:44:28.860,1,1,4804.6,2
30740000001D884000000009,2019/05/16 14:44:28.860,1,1,3846.6,2
30740000001D884000000010,2019/05/16 14:44:28.860,1,1,3887.5,2
30740000001D884000000004,2019/05/16 14:44:28.860,1,1,5462.9,2
30740000001D884000000012,2019/05/16 14:44:28.883,1,1,4037.5,2
30740000001D884000000007,2019/05/16 14:44:28.883,1,1,3210.2,2
30740000001D884000000003,2019/05/16 14:44:29.029,0,1,2808.0,2
30740000001D88400000000C,2019/05/16 14:44:29.029,0,1,1739.6,2
30740000001D88400000000B,2019/05/16 14:44:29.029,1,1,2201.2,2
30740000001D884000000014,2019/05/16 14:44:29.029,1,1,2804.9,2
30740000001D884000000013,2019/05/16 14:44:29.029,1,1,3955.0,2
30740000001D884000000012,2019/05/16 14:44:29.029,1,1,3163.7,2
30740000001D884000000009,2019/05/16 14:44:29.029,1,1,4591.0,2
30740000001D884000000010,2019/05/16 14:44:29.030,1,1,3896.8,2
30740000001D884000000004,2019/05/16 14:44:29.030,1,1,5082.3,2
30740000001D884000000007,2019/05/16 14:44:29.060,1,1,3559.4,2
30740000001D88400000000A,2019/05/16 14:44:29.060,1,1,2312.2,2
30740000001D884000000012,2019/05/16 14:44:29.176,0,1,1596.9,2
30740000001D884000000011,2019/05/16 14:44:29.176,1,1,2257.5,2
30740000001D884000000009,2019/05/16 14:44:29.176,0,1,1547.8,2
30740000001D884000000010,2019/05/16 14:44:29.176,0,1,2756.1,2
30740000001D88400000000C,2019/05/16 14:44:29.176,0,1,2115.9,2
30740000001D88400000000A,2019/05/16 14:44:29.176,1,1,3457.7,2
30740000001D884000000004,2019/05/16 14:44:29.177,0,1,2808.6,2
30740000001D884000000003,2019/05/16 14:44:29.177,1,1,4354.0,2
30740000001D884000000007,2019/05/16 14:44:29.177,1,1,5036.0,2
30740000001D884000000014,2019/05/16 14:44:29.197,1,1,2846.5,2
30740000001D884000000013,2019/05/16 14:44:29.197,1,1,3474.2,2
30740000001D88400000000B,2019/05/16 14:44:29.197,1,1,3488.1,2
30740000001D884000000003,2019/05/16 14:44:29.383,1,1,6378.5,2
30740000001D88400000000C,2019/05/16 14:44:29.383,1,1,4464.8,2
30740000001D88400000000B,2019/05/16 14:44:29.383,1,1,3299.0,2
30740000001D88400000000A,2019/05/16 14:44:29.383,1,1,2001.5,2
30740000001D884000000013,2019/05/16 14:44:29.383,1,1,5849.3,2
30740000001D884000000012,2019/05/16 14:44:29.383,0,1,1433.1,2
30740000001D884000000009,2019/05/16 14:44:29.384,1,1,3677.3,2
30740000001D884000000010,2019/05/16 14:44:29.384,0,1,2836.8,2
30740000001D884000000007,2019/05/16 14:44:29.384,1,1,3605.6,2
30740000001D884000000004,2019/05/16 14:44:29.384,1,1,4938.3,2
30740000001D884000000014,2019/05/16 14:44:29.562,1,1,2914.9,2
30740000001D884000000013,2019/05/16 14:44:29.562,1,1,1947.0,2
30740000001D884000000012,2019/05/16 14:44:29.562,1,1,5834.5,2
30740000001D884000000009,2019/05/16 14:44:29.562,1,1,4189.5,2
30740000001D884000000010,2019/05/16 14:44:29.562,1,1,5708.7,2
30740000001D88400000000C,2019/05/16 14:44:29.562,0,1,1984.2,2
30740000001D88400000000A,2019/05/16 14:44:29.562,1,1,4097.0,2
30740000001D884000000003,2019/05/16 14:44:29.563,1,1,5293.7,2
30740000001D884000000004,2019/05/16 14:44:29.563,1,1,6050.2,2
30740000001D88400000000B,2019/05/16 14:44:29.584,1,1,2216.1,2
30740000001D884000000007,2019/05/16 14:44:29.584,1,1,3124.8,2
30740000001D884000000014,2019/05/16 14:44:29.765,1,1,2281.8,2
30740000001D884000000013,2019/05/16 14:44:29.765,1,1,4289.7,2
30740000001D884000000010,2019/05/16 14:44:29.765,0,1,2669.5,2
30740000001D88400000000C,2019/05/16 14:44:29.765,0,1,2648.6,2
